timestamp,energy_consumption,city,building_id,floor,power_factor,voltage,current,power_consumption,energy_cost,energy_source,energy_provider,energy_usage_category,energy_savings
2/15/2021,905.16,Chennai,475,7,0.07,238.8,6.39,727.51,586.7,natural gas,Camido,governmental,54.4
11/27/2024,17.81,Kolkata,476,6,0.44,129,5.56,165.95,259.62,wind mill,BlogXS,industrial,59.8
11-03-2024,504.78,Mumbai,477,2,0.08,163.5,6.6,263.42,188.77,biomass,Teklist,transportation,63.4
4/17/2023,445.5,Mumbai,478,10,0.86,158.3,7.8,979.8,713.47,biomass,Avavee,governmental,6.6
2/26/2023,967.85,Chennai,479,7,0.62,114.1,7.85,148.02,285.22,solar panels,Fivebridge,residential,60.7
7/26/2021,174.37,Kolkata,480,1,0.44,163.5,7.43,527.76,449.49,nuclear,Roomm,transportation,95.4
2/13/2023,722.75,Kolkata,481,3,0.74,166.5,2.63,389.84,256.6,natural gas,Wikizz,industrial,90.6
4/27/2023,924.74,Kolkata,482,9,0.24,114.5,9.19,409.18,357.9,solar panels,Meedoo,commercial,64.5
6/18/2023,370.13,Chennai,483,10,0.43,180.5,5.28,175.48,866.92,wind mill,Centizu,transportation,7.6
11/13/2024,763.04,Chennai,484,6,0.01,151.1,7.95,743.72,293.16,natural gas,Twimbo,commercial,70.4
9/25/2022,976.57,Kolkata,485,1,0.27,160.7,1.54,506.37,118.93,wind mill,Zava,industrial,63.3
10/29/2023,193.42,Bangalore,486,2,0.31,238.7,5.74,221.81,837.49,biomass,Wikizz,transportation,63.5
12/20/2022,517.87,Mumbai,487,6,0.17,134.6,6.53,379.68,643.36,natural gas,Mita,governmental,79
10/16/2021,998.53,Mumbai,488,3,0.21,151.2,0.31,759.1,321.57,nuclear,Twitterbeat,commercial,51.5
08-12-2023,993.21,Delhi,489,3,0.72,192.6,3.5,484.04,159.21,biomass,Skyba,commercial,7.2
07-02-2021,936.93,Kolkata,490,8,0.06,184.4,5.45,469.91,955.49,wind mill,Zoonoodle,industrial,44.5
10-10-2022,300.03,Bangalore,491,8,0.19,150.4,0.82,210.76,169.97,biomass,Meejo,industrial,53.1
03-05-2021,948.12,Bangalore,492,6,0.17,127.1,1.18,299.8,808.15,wind mill,Yambee,residential,63.2
11/22/2024,901.59,Mumbai,493,8,0.49,100.4,3.14,535.63,139.63,nuclear,Edgepulse,commercial,39
01-05-2021,688.22,Mumbai,494,1,0.84,171.5,6.7,958.35,374.24,solar panels,Thoughtbridge,residential,34.1
2/15/2021,483.79,Chennai,495,1,0.25,123.2,8.27,596.66,10.88,wind mill,Dabvine,commercial,48.4
02-07-2020,835.53,Bangalore,496,9,0.95,107.7,5.46,842,8.5,biomass,Chatterpoint,transportation,19.3
10/14/2024,709.99,Chennai,497,7,0.34,137.5,2.39,836.74,500.05,natural gas,Wikizz,residential,88
5/14/2023,643.19,Delhi,498,10,0.27,217.8,2.86,856.32,97.83,biomass,Centizu,industrial,88.7
6/23/2022,650.12,Mumbai,499,5,0.98,173.9,9.52,979.09,21.84,natural gas,Divavu,governmental,2.6
1/29/2022,353.56,Kolkata,500,2,0.9,117.9,4.04,602.24,202.65,wind mill,Dabfeed,residential,34.2
06-09-2023,91.97,Mumbai,501,3,0.06,109.6,1.26,62.89,64.08,nuclear,Thoughtstorm,transportation,2.8
07-01-2021,186.33,Delhi,502,1,0.67,233.3,4.95,746.92,309.57,nuclear,Devcast,residential,57.9
12/16/2022,997,Chennai,503,8,0.46,205.7,6.17,416.35,307.72,biomass,Thoughtsphere,residential,18.9
05-07-2022,615.16,Mumbai,504,8,0.04,208.7,6.73,789.94,170.78,nuclear,Roombo,transportation,42.4
08-09-2023,662.89,Mumbai,505,8,0.3,117.5,4.12,941.03,527,nuclear,Edgetag,transportation,30.3
04-09-2024,201.58,Bangalore,506,6,0.99,199.2,1.73,179.49,900.27,biomass,Kaymbo,commercial,1.9
01-03-2022,989.12,Chennai,507,8,0.15,148.1,4.92,747.68,498.11,natural gas,Flashpoint,industrial,52
9/30/2020,235.87,Chennai,508,6,0.02,182.4,8.11,831.35,522.8,natural gas,Edgepulse,commercial,3
2/14/2023,487.7,Mumbai,509,3,0.36,107.4,9.32,482.59,638.65,wind mill,Eare,transportation,73
3/14/2021,427.32,Delhi,510,3,0.22,206.7,4.25,654.76,846.54,biomass,Nlounge,governmental,19.5
6/18/2021,748.91,Bangalore,511,5,0.4,147.8,8.15,855.21,154.28,nuclear,Quimba,industrial,97.1
07-08-2024,437.91,Kolkata,512,5,0.2,219.7,3.54,220.7,558.85,wind mill,Yacero,governmental,13.1
1/15/2023,841.89,Delhi,513,9,0.74,117,1.67,494.47,910.27,solar panels,Agivu,transportation,77.5
2/24/2020,142.87,Delhi,514,3,0.88,230.5,4.09,789.8,361.03,biomass,Twitterbridge,residential,25.2
7/25/2023,899.76,Bangalore,515,7,0.57,172.4,6.67,965.13,65.75,nuclear,Fatz,governmental,68
08-11-2023,75.09,Kolkata,516,8,0.03,184.6,4.91,638.12,815.75,biomass,Quinu,residential,44.3
12-02-2022,724.73,Kolkata,517,1,0.39,129.4,0.14,440.69,792.79,natural gas,Photojam,governmental,52
6/14/2023,384.74,Bangalore,518,7,0.89,138.5,7.78,868.38,824.48,solar panels,Midel,commercial,61.4
6/21/2022,704.33,Bangalore,519,6,0.67,123,8.02,58.22,32.02,wind mill,Avaveo,transportation,87.3
08-01-2024,928.9,Kolkata,520,3,0.92,110.3,7.78,10.87,11.68,nuclear,Kazu,transportation,53.4
10/15/2023,284.96,Kolkata,521,10,0.07,180.7,9.78,516.36,884.27,wind mill,Jaloo,governmental,21.6
01-06-2022,594.17,Chennai,522,7,0.78,212.3,4.15,607.89,627.49,solar panels,Youopia,residential,52.2
7/17/2022,66.34,Kolkata,523,7,0.57,216.1,2.61,127.26,161.93,biomass,Omba,commercial,59.6
12/28/2020,753.01,Kolkata,524,2,0.65,139.7,5.14,609.89,223.5,biomass,Jaxnation,residential,44.9
3/13/2023,251.87,Chennai,525,7,0.11,182.2,0.32,469.32,509.69,nuclear,Twitternation,industrial,95.1
03-11-2022,653.74,Kolkata,526,9,0.49,171.1,9.01,124.76,266.1,natural gas,Zoovu,transportation,89.8
3/15/2023,309.43,Delhi,527,2,0.26,136.9,8.5,406.33,832.18,natural gas,Einti,commercial,4
2/19/2024,51.84,Bangalore,528,9,0.2,236.3,9.43,178.37,164.37,solar panels,Bluejam,industrial,59.6
6/26/2021,108.7,Delhi,529,5,0.69,193.3,5.5,267.48,390.72,natural gas,Fiveclub,commercial,56.1
01-05-2022,573.54,Delhi,530,5,0.94,179.2,5.49,81.45,489.78,wind mill,Thoughtbridge,governmental,93
8/18/2024,543.2,Mumbai,531,1,0.01,205.2,5.16,800.91,42.05,biomass,Dynava,transportation,33.6
05-11-2023,245.38,Chennai,532,9,0.84,201,6.06,995.1,803.25,nuclear,Quire,transportation,19.2
07-11-2021,481.05,Mumbai,533,5,0.27,127.7,5.74,414.17,458.35,natural gas,Wikizz,governmental,83.3
12-06-2022,710.57,Delhi,534,4,0.77,176.4,9.23,950.31,139.6,biomass,Eamia,industrial,61.4
08-06-2021,154.15,Chennai,535,1,0.35,208.7,5.09,654.76,400.73,nuclear,Devify,governmental,68.8
05-12-2024,106.95,Mumbai,536,6,0.42,187,3.42,855.91,21.04,natural gas,Innojam,commercial,25.6
3/29/2021,976.99,Mumbai,537,8,0.48,128.7,3.12,955.97,542.22,natural gas,Dynabox,residential,69.7
9/18/2024,466.29,Chennai,538,5,0.75,215,4.23,894.54,34.32,natural gas,Edgewire,residential,3.3
9/22/2021,521.35,Mumbai,539,9,0.46,176.2,9.57,169.94,65.2,nuclear,Babbleset,industrial,47.8
11/28/2021,414.85,Chennai,540,2,0.91,218.4,5.14,659.84,222.29,biomass,Demizz,residential,32.1
10-09-2022,237.21,Chennai,541,1,0.67,198.4,0.63,353.55,561.38,solar panels,Bubbletube,transportation,11.5
3/28/2023,257.08,Chennai,542,1,0.08,145.2,1.23,520.25,523.41,solar panels,Realbridge,transportation,7.4
10/14/2023,621.46,Kolkata,543,4,0.16,111,0.32,215.32,581.88,nuclear,Meedoo,governmental,23.8
01-06-2021,487.92,Delhi,544,2,1,106.3,1.02,16.83,243.65,natural gas,Zoomlounge,governmental,32.9
5/20/2024,624.11,Delhi,545,3,0.26,165.6,1.33,655.64,156.92,wind mill,Wikibox,residential,69.1
9/25/2024,119.77,Chennai,546,8,0.25,227.2,9.98,48.67,521.71,wind mill,Abatz,governmental,19.2
9/22/2020,540.11,Mumbai,547,10,0.94,202.4,1.96,493.31,454.28,natural gas,Rhybox,commercial,97.2
7/20/2021,730.48,Chennai,548,5,0.99,157.9,6.2,232.38,691.21,solar panels,Devpulse,commercial,35.8
5/28/2024,687.3,Mumbai,549,4,0.95,166.8,8.77,566.83,724.43,wind mill,Digitube,industrial,25.5
12-01-2024,262.37,Mumbai,550,10,0.87,232.7,5.26,823.97,56.88,nuclear,Wikizz,residential,9.7
06-06-2024,564.61,Kolkata,551,5,0.15,158.7,5.05,116.9,963.27,solar panels,Meetz,residential,1.5
12/13/2023,670.91,Chennai,552,9,0.62,233.7,5.22,119.38,211.59,nuclear,Eazzy,residential,96.8
12/20/2024,672.41,Bangalore,553,5,0.62,100.3,1.39,816.16,919.64,natural gas,Janyx,governmental,87.3
09-10-2024,386.34,Bangalore,554,8,0.51,113.2,5.69,766.8,891.7,wind mill,Zoonder,industrial,70.7
7/30/2024,94.8,Chennai,555,2,0.44,106.9,0.24,330.88,132.3,natural gas,Eabox,commercial,31.2
9/25/2024,104.33,Delhi,556,2,0.69,179.7,1.91,343.14,134.52,natural gas,Realfire,commercial,17.4
06-12-2024,351.45,Mumbai,557,7,0.29,152.3,5.34,201.41,422.95,biomass,Skyba,commercial,50.1
12/16/2024,799.63,Kolkata,558,6,0.44,198.3,9.72,501.88,864.43,solar panels,Devbug,residential,43.8
7/28/2022,913.89,Delhi,559,6,0.48,104.7,2.54,909.45,8.66,biomass,Twitterworks,transportation,44.3
7/17/2022,965.03,Kolkata,560,8,0.87,173.1,5.21,658.83,945.66,natural gas,Dablist,transportation,13.8
05-02-2023,831.84,Chennai,561,7,0.34,237.7,2.24,603.23,117.19,wind mill,Linkbridge,industrial,54.6
12/17/2024,666.81,Delhi,562,1,0.83,178.6,7.49,484.27,946.37,solar panels,Ainyx,governmental,72.4
10-07-2023,798.33,Kolkata,563,6,0.4,236.2,8.57,852.71,688.18,natural gas,Lazzy,industrial,59.4
11/16/2024,811.91,Bangalore,564,10,0.03,138.3,2.48,374.22,859.81,nuclear,Quamba,industrial,11.2
4/15/2022,561.62,Delhi,565,7,0.75,207.2,8.82,26.38,869.58,natural gas,Vinte,transportation,30.4
04-11-2022,853.88,Kolkata,566,4,0.44,218.2,9.72,233.39,811,nuclear,Feedbug,residential,41.4
6/18/2021,303.51,Mumbai,567,5,0.66,110.6,9.51,908.6,338.72,wind mill,Thoughtworks,commercial,70.1
1/22/2023,350.45,Mumbai,568,3,0.34,225.7,8.97,534.01,973.39,natural gas,Kayveo,commercial,77.8
05-03-2020,635.22,Chennai,569,4,0.55,166.1,3.47,724.22,594.19,wind mill,Gabtune,residential,4.4
04-02-2023,224.83,Kolkata,570,5,0.35,227.3,7.64,937.88,340.7,solar panels,Rhyzio,governmental,95.4
3/29/2023,662.71,Mumbai,571,2,0.48,179.4,7.13,771.44,421.04,nuclear,Brainlounge,governmental,24
09-07-2023,418.12,Kolkata,572,7,0.56,166.4,2.34,761.27,43.23,solar panels,Gabspot,residential,13.6
06-06-2021,288.32,Delhi,573,7,0.08,229.3,9.87,371.53,855.87,wind mill,Nlounge,commercial,53.4
5/29/2022,581.43,Chennai,574,7,0.36,192.8,5.55,657.04,410.71,wind mill,Devpoint,residential,26.2
6/28/2020,542.81,Kolkata,575,1,0.56,226.3,1.67,95.21,783.49,wind mill,Youspan,industrial,9.5
03-04-2021,85.16,Kolkata,576,5,0.92,225.8,8.47,88.47,381.65,natural gas,Jayo,commercial,50.9
5/22/2021,574.33,Mumbai,577,8,0.98,224.5,4.05,7.89,807.27,solar panels,Jetwire,residential,42.3
09-02-2023,686.67,Kolkata,578,6,0.44,196.1,5.22,950.01,514.38,wind mill,Zooxo,governmental,79
12-05-2020,691.76,Bangalore,579,3,0.21,144.1,8.05,604.09,696.48,solar panels,Flipbug,transportation,93.9
1/27/2023,367.25,Kolkata,580,6,0.14,211.1,6.6,205.31,649.73,wind mill,Flashpoint,industrial,51.3
02-03-2021,219.19,Delhi,581,2,0.04,175.1,2.99,935.09,668.34,solar panels,Fliptune,governmental,56.2
12-11-2024,752.72,Delhi,582,1,0.26,151.7,9.16,380.33,346.22,wind mill,Oyondu,industrial,94
03-07-2022,179.27,Delhi,583,4,0.84,155.1,3.93,950.79,360.23,biomass,Thoughtstorm,transportation,92.2
6/16/2023,575.34,Kolkata,584,6,0.65,113.6,2.4,56.02,992.84,solar panels,Aimbo,commercial,17.1
7/30/2024,390.84,Chennai,585,1,0.55,213.2,7.59,21.29,287.01,natural gas,Babbleopia,transportation,26.3
12-11-2024,37,Chennai,586,4,0.82,239.3,1.42,800.22,240.19,biomass,Youbridge,commercial,68.8
06-09-2023,674.37,Kolkata,587,10,0.02,182.8,7.82,694.77,95.05,wind mill,Dablist,transportation,90.8
7/19/2023,860.57,Mumbai,588,6,0.58,183.5,3.9,266.21,12.27,natural gas,Quamba,commercial,23
07-03-2024,240.55,Chennai,589,3,0.3,186,5.08,568.03,885,wind mill,Pixonyx,industrial,55.8
11-08-2023,647.51,Mumbai,590,7,0.63,199.4,2.13,456.02,269.13,biomass,Edgetag,transportation,59.4
6/26/2020,833.73,Delhi,591,4,0.38,212.2,1.57,942.94,392.06,biomass,Buzzster,residential,67.4
3/19/2024,618.31,Mumbai,592,1,0.86,166.6,5.66,5.41,101.6,natural gas,Tagchat,residential,8.2
04-09-2023,276.54,Delhi,593,6,0.37,215.6,9.33,891.72,505.91,nuclear,Tagtune,governmental,72.5
6/26/2024,728.69,Mumbai,594,6,0.77,121.9,5.15,228.67,396.03,nuclear,Edgepulse,residential,43.3
9/25/2021,495.44,Mumbai,595,4,0.74,163.6,7.46,99.11,994.68,biomass,Oodoo,governmental,45.2
6/17/2023,87.65,Bangalore,596,4,0.61,219.7,4.63,375.38,296.02,wind mill,Browsecat,industrial,58.6
02-12-2024,635.07,Mumbai,597,8,0.25,207.5,3.3,668.87,137.32,nuclear,Voonix,commercial,17.7
1/22/2022,506.47,Mumbai,598,9,0.13,114.4,4.35,37.28,950.9,nuclear,Viva,residential,19.5
5/14/2020,408.76,Chennai,599,8,0.74,228.4,7.05,766.95,959.01,solar panels,Aibox,transportation,35.9
6/19/2020,824.46,Kolkata,600,6,0.4,194.1,9.5,943.73,837.58,wind mill,Skidoo,commercial,50.9
12/19/2023,49.09,Delhi,601,7,0.65,117.6,4.5,880.76,740.87,nuclear,Gabspot,commercial,56.7
4/29/2023,568.32,Mumbai,602,4,0.01,182.3,2.01,628.3,678.24,solar panels,Babblestorm,governmental,20.9
10-11-2023,412.36,Chennai,603,2,0.22,145.1,8.92,664.27,676.78,wind mill,Jetwire,transportation,4.8
5/24/2020,884.38,Kolkata,604,4,0.33,125.8,4.5,22.42,680.31,wind mill,Realblab,commercial,67
09-02-2021,935.59,Kolkata,605,8,0.89,135.1,6.28,744.75,295.96,wind mill,Roodel,commercial,43.8
12/23/2023,833.03,Chennai,606,2,0.42,131.1,1.88,273.46,692.36,biomass,Eare,residential,78.2
01-08-2020,628.09,Delhi,607,5,0.75,121.9,2.45,423.09,173.23,biomass,Wikido,industrial,10.2
2/27/2022,581.47,Delhi,608,10,0.16,237.2,8.98,474.48,307.29,solar panels,Gigashots,commercial,24.8
8/18/2020,770.05,Chennai,609,7,0.91,131.7,7.04,870.97,451.93,wind mill,Gigabox,commercial,66.4
07-12-2024,644.69,Kolkata,610,4,0.81,209.9,5.7,705.66,640.48,nuclear,Yadel,residential,83.5
11-07-2023,906.29,Mumbai,611,10,0.62,207.8,2.19,794.83,431.63,natural gas,Livetube,governmental,62.3
10-12-2023,319.41,Chennai,612,1,0.95,177.1,8.4,744.28,677.89,natural gas,Eidel,governmental,58.3
12-08-2020,763.76,Kolkata,613,2,0.24,121.8,1.65,789.41,548.96,solar panels,Voomm,governmental,70.8
10/25/2023,85.36,Bangalore,614,7,0.05,150.7,3.76,954.77,221.34,wind mill,Tagopia,residential,6.1
6/29/2021,744.85,Chennai,615,5,0.37,173.8,4.71,336.04,761.23,nuclear,Twitterlist,industrial,45.7
6/20/2022,210.27,Mumbai,616,7,0.57,201.2,7.51,230.24,771.23,biomass,Babbleblab,residential,21
8/21/2023,919.4,Mumbai,617,5,0.29,161.9,9.6,572.41,846.58,nuclear,Photojam,governmental,87.5
10/31/2020,111.02,Mumbai,618,8,0.99,194.8,4.44,520.37,246.96,wind mill,Katz,governmental,6.2
8/28/2023,591.31,Delhi,619,3,0.96,209.6,7.67,165.15,791.21,biomass,Skinix,governmental,66.9
09-12-2022,103.91,Delhi,620,10,0.89,122.6,5.48,215.34,385.63,wind mill,Mita,industrial,29.3
11/29/2022,43.08,Chennai,621,9,0.6,127.2,5.28,586.27,376.13,biomass,Eabox,transportation,46.6
02-01-2024,531.22,Mumbai,622,6,0.15,193.2,2.07,61.09,860.29,natural gas,Zoombeat,transportation,18.8
5/13/2020,369.15,Chennai,623,6,0.96,190.1,4.98,948.83,983.25,solar panels,Wordtune,industrial,5.8
4/24/2022,569.61,Bangalore,624,8,0.88,209.5,0.81,140.67,732.39,wind mill,Jabbersphere,transportation,16.5
2/19/2022,568.63,Kolkata,625,4,0.81,228.8,3.12,544.84,441,natural gas,Browsedrive,commercial,18.4
10-12-2020,156.11,Mumbai,626,7,0.94,166.6,7.38,362.58,614.08,biomass,Devbug,residential,38.2
1/21/2024,747.05,Kolkata,627,6,0.56,155.5,0.63,288.6,367.7,wind mill,Layo,industrial,80.6
5/16/2024,301.2,Chennai,628,7,0.75,174.7,2.33,314.57,584.95,natural gas,Mynte,transportation,70.9
3/27/2020,461.5,Bangalore,629,5,0.6,155,9.71,455.78,871.44,biomass,Youtags,transportation,97.7
09-01-2020,859.58,Kolkata,630,4,0.77,198.5,1.65,430.3,33.76,wind mill,Quinu,industrial,2.8
2/23/2023,879.02,Chennai,631,1,0.63,135.5,7.07,400.54,63.72,biomass,Feedfire,governmental,74.5
12-12-2020,129.81,Mumbai,632,8,0.84,195.3,2.79,851.53,612.12,wind mill,Gevee,industrial,34.4
1/26/2024,61.95,Kolkata,633,7,0.95,201,2.57,704.6,544.85,nuclear,Feednation,transportation,79.2
11-09-2024,256.16,Chennai,634,3,0.14,117.1,7.06,729.92,12.83,biomass,Thoughtblab,residential,3.6
12/19/2024,956.4,Mumbai,635,2,0.31,167.3,8.72,598.58,907.35,nuclear,Quatz,governmental,60.4
3/17/2022,443.46,Bangalore,636,10,0.85,221.7,2.42,589.95,848.17,wind mill,Brightdog,transportation,83.5
10-12-2022,509.01,Bangalore,637,9,0.73,134.2,5.12,294.51,836.79,natural gas,Youtags,transportation,34.1
12/15/2020,867.09,Mumbai,638,8,0.02,114.1,1.5,457.59,724.21,solar panels,Roodel,commercial,43.8
07-08-2023,802.08,Kolkata,639,2,0.4,153.7,8.45,618.81,263.66,wind mill,Gevee,commercial,60.1
07-10-2023,963.92,Bangalore,640,9,0.21,228.9,7.61,944.24,231.04,wind mill,Yotz,industrial,81
6/14/2024,709.24,Kolkata,641,2,0.89,227.6,0.1,197.27,565.55,nuclear,Dabtype,commercial,98.1
5/25/2021,831.53,Mumbai,642,4,0.58,114.1,3.3,455.78,962.3,nuclear,Ainyx,residential,82.3
11/18/2022,14.34,Bangalore,643,9,0.28,231.2,0.1,173.35,97.04,solar panels,Vinte,transportation,84.1
09-11-2024,679.01,Mumbai,644,7,0.31,212.9,1.98,13.48,772.51,biomass,Bubblemix,transportation,22.1
2/21/2021,338.1,Chennai,645,6,0.79,189.3,4.02,459.39,931.33,biomass,Jabbercube,commercial,0.9
7/22/2021,782.53,Bangalore,646,5,0.41,101.2,3.1,411.48,319.54,solar panels,Wikido,governmental,78.4
4/16/2022,120.01,Kolkata,647,4,0.01,192.8,2.39,912.25,51.83,nuclear,Mydo,industrial,93.7
1/19/2021,779.7,Mumbai,648,3,0.32,155.2,3,420.7,578.19,solar panels,Oyoba,industrial,41.3
03-05-2022,671.49,Chennai,649,8,0.31,133.2,5.24,914.9,831.97,biomass,Reallinks,industrial,79
6/26/2022,32.86,Kolkata,650,8,0.3,111,5.96,648.18,71.43,natural gas,Feedspan,governmental,47.9
01-09-2023,774.87,Chennai,651,3,0.52,229.3,7.23,102.65,972.91,biomass,Linklinks,governmental,27.4
2/24/2022,572.74,Delhi,652,3,0.71,150.8,6.42,50.61,230.53,solar panels,Quimm,governmental,38.7
11/20/2021,778.73,Bangalore,653,9,0.8,174.7,8.49,762.25,786.34,natural gas,Geba,governmental,52.7
7/28/2023,152.6,Mumbai,654,8,0.55,107.7,3,765.19,854.46,wind mill,Kazio,transportation,21.6
9/13/2023,250.1,Chennai,655,3,1,204.2,0.49,223.09,456.2,nuclear,Yakidoo,commercial,4.8
04-03-2024,102.93,Chennai,656,6,0.53,191.1,4,950.98,233.35,solar panels,Skiba,industrial,68.9
8/29/2022,963.22,Mumbai,657,4,0.05,191.6,0.62,469.99,366.07,solar panels,Babbleopia,residential,30.4
3/15/2021,234.31,Kolkata,658,1,0.34,142.8,8.14,929.93,789.73,biomass,Twitternation,governmental,88.5
1/18/2020,544,Delhi,659,6,0.14,149.4,9.08,137.66,728.41,solar panels,Thoughtstorm,industrial,24.6
7/20/2024,437.69,Bangalore,660,10,0.03,179.1,2.89,998.61,876.46,solar panels,Tazz,industrial,77.6
11/20/2022,996.45,Bangalore,661,5,0.19,208.7,1.48,946.78,729.79,wind mill,Wikizz,transportation,39.9
07-02-2021,749,Kolkata,662,1,0.42,212.6,6.34,317.53,151.96,solar panels,Fivechat,transportation,62.1
12/24/2021,816.64,Mumbai,663,7,0.14,195.5,5.4,902.28,176.14,solar panels,Skippad,commercial,43.6
01-06-2024,361.62,Delhi,664,9,0.5,148.7,9.88,551.77,460.34,nuclear,Blogtag,governmental,96.6
3/17/2022,223.03,Bangalore,665,1,0.15,155.9,7.96,697.25,451.13,nuclear,Avavee,residential,36.3
09-08-2020,245.02,Chennai,666,2,0.35,164.5,2.04,396.78,663.93,wind mill,Mita,commercial,88.7
12-08-2024,0.31,Mumbai,667,6,0.93,136.4,7.54,282.21,51.6,biomass,Ainyx,transportation,20.3
07-03-2020,842.89,Mumbai,668,7,0.81,138.3,2.3,408.26,536.15,nuclear,Youopia,commercial,1.8
1/18/2021,495.49,Mumbai,669,1,0.26,210.2,0.2,891.93,416.51,solar panels,Flashspan,transportation,90.6
9/14/2023,825.13,Delhi,670,2,0.42,148.7,8.73,864.58,70.14,solar panels,Rhynyx,residential,61
08-03-2021,595.22,Kolkata,671,10,0.78,197.3,9.96,475.67,20.64,biomass,Twitterbeat,commercial,56.5
10/19/2021,668.74,Bangalore,672,8,0.97,132,6.81,459.87,183.14,solar panels,Devshare,transportation,27.7
09-01-2022,403.73,Chennai,673,7,0.58,174.5,2.29,257.56,654.5,solar panels,Kazio,transportation,44.7
8/28/2023,558.15,Delhi,674,4,0.16,110.3,2.8,570.35,809.07,biomass,Realcube,transportation,83.7
3/21/2022,944.59,Bangalore,675,5,0.89,181.1,9.02,999.02,261.19,biomass,Riffpath,industrial,61.4
9/23/2022,725.85,Delhi,676,9,0.37,195.5,9.1,118.29,850.75,nuclear,Cogilith,commercial,68.5
07-11-2024,108.12,Kolkata,677,6,0.25,171.1,5.95,228.16,100.81,nuclear,Einti,transportation,70.5
9/26/2022,619.29,Mumbai,678,9,0.57,158.3,0.38,166.52,628.59,solar panels,Avamba,residential,62
04-11-2024,574.34,Chennai,679,4,0.77,150.2,3.44,169.49,220.19,biomass,Fivebridge,governmental,66.1
01-12-2023,563,Chennai,680,4,0.12,155.5,2.77,576.44,692.52,solar panels,Mita,commercial,33.8
3/19/2021,351.81,Delhi,681,4,0.04,188.5,8.25,493.02,138.92,nuclear,Buzzster,transportation,21.7
01-11-2021,807.26,Bangalore,682,1,0.34,174,7.87,599.29,755.69,natural gas,Meetz,industrial,87
11/16/2022,543.62,Kolkata,683,2,0.53,118.4,3.32,755.48,528.1,solar panels,Yombu,residential,81.6
4/13/2021,628.28,Mumbai,684,9,0.08,168.5,5.1,575.72,677.61,biomass,Voolith,transportation,28.1
7/25/2023,385.22,Bangalore,685,3,0.84,143.3,3.65,233.66,580.1,wind mill,Youspan,industrial,97.7
06-10-2023,611.99,Bangalore,686,5,0.8,107.2,4.15,733.22,557.04,natural gas,Meetz,commercial,13.3
9/25/2021,542.5,Kolkata,687,8,1,156.8,1.22,559.7,616.16,natural gas,Linklinks,governmental,2.9
02-06-2022,270.6,Mumbai,688,4,0.83,229.2,8.65,57.13,303.99,nuclear,Eayo,governmental,84.5
03-04-2020,985.51,Kolkata,689,10,0.13,126.4,8.51,616.64,906.31,solar panels,Tavu,governmental,64.6
07-06-2023,606.32,Kolkata,690,6,0.22,210.2,7.15,130.18,173.9,biomass,Ooba,transportation,67.9
07-09-2021,772.98,Chennai,691,6,0.13,204.2,6.66,282.3,126.39,wind mill,Tagfeed,transportation,49.7
8/13/2022,90.9,Mumbai,692,5,0.08,207.4,5.72,744,408.61,wind mill,Rhybox,industrial,39.8
07-11-2023,261.23,Kolkata,693,2,0.76,160.3,8.68,140.37,700.14,nuclear,Flipstorm,industrial,75.4
01-07-2024,56.69,Delhi,694,5,0.65,184.7,1.03,640.11,528.75,solar panels,Thoughtmix,commercial,52
4/29/2020,496.07,Kolkata,695,9,0.47,172.1,8.41,578.51,769.6,wind mill,Ailane,transportation,41
08-04-2021,765.04,Kolkata,696,9,0.93,149.7,6.25,220.85,768.93,solar panels,Cogibox,residential,91.9
01-06-2020,717.78,Mumbai,697,10,0.3,199.1,5.37,950.29,796.36,biomass,Flipstorm,transportation,34.1
8/14/2024,394.37,Delhi,698,8,0.83,236.5,6.18,180.62,318.84,wind mill,Cogibox,residential,79
6/19/2024,482.63,Mumbai,699,9,0.78,183.6,0.97,344.89,419.98,natural gas,Tazz,commercial,33.2
11/15/2024,778.75,Kolkata,700,6,0.78,160.1,6.24,403.19,232.92,solar panels,Katz,residential,73
8/16/2024,793.64,Mumbai,701,9,0.4,160.2,4.73,472.53,162.17,wind mill,Bluejam,transportation,53.6
06-10-2022,462.85,Delhi,702,7,0.04,145.6,9.9,743.62,457.58,wind mill,Meeveo,transportation,66.5
7/31/2020,925.61,Chennai,703,10,0.51,234.2,8.02,458.19,228.87,wind mill,Zava,commercial,15.3
1/22/2020,717.98,Chennai,704,8,0.95,185,7.1,651.4,830.7,nuclear,Thoughtstorm,transportation,48.9
12-05-2022,661.18,Mumbai,705,5,0.9,234.8,9.81,328.55,281.67,biomass,Kazu,transportation,58.2
08-06-2020,609.9,Mumbai,706,6,0.67,133.9,7.72,566.24,946.77,natural gas,Edgetag,transportation,53.3
03-07-2022,287.64,Chennai,707,3,0.62,186.4,4.67,890.37,116.42,wind mill,Omba,transportation,63.6
2/16/2022,864.49,Delhi,708,10,0.86,154.4,5.55,691.44,202.95,solar panels,Zoomzone,transportation,39.1
11/25/2024,604.79,Bangalore,709,3,0.84,228.2,2.51,724.98,825.59,biomass,Lajo,transportation,11.6
10/24/2022,232.98,Bangalore,710,5,0.95,195,8.35,144.98,435.25,wind mill,Gigaclub,residential,81.1
9/27/2021,315.59,Mumbai,711,9,0.95,190.7,5.45,106.65,936.44,natural gas,Edgeblab,industrial,96.4
